City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Tucurui,BR,2022-05-09 20:40:06,-3.7661,-49.6725,78.46,87,79,1.43
295,Muisne,EC,2022-05-09 20:40:07,0.6,-80.0333,77.72,83,100,6.87
296,Samana,DO,2022-05-09 20:40:08,19.2056,-69.3369,89.82,62,20,4.61
297,Shellbrook,CA,2022-05-09 20:40:08,53.2168,-106.4011,58.23,35,8,6.69
298,Miles City,US,2022-05-09 20:40:09,46.4083,-105.8406,52.77,54,100,16.11
299,Arandis,NA,2022-05-09 20:40:09,-22.4167,14.9667,72.43,27,0,5.44
300,Mlowo,TZ,2022-05-09 20:40:10,-9.0,32.9833,56.26,83,73,5.01
301,Sao Joao Da Barra,BR,2022-05-09 20:40:10,-21.6403,-41.0511,75.29,65,21,12.55
302,Chokurdakh,RU,2022-05-09 20:40:11,70.6333,147.9167,25.07,96,100,11.25
303,San Carlos De Bariloche,AR,2022-05-09 20:40:12,-41.1456,-71.3082,53.35,47,0,14.97
304,Maraba,BR,2022-05-09 20:40:13,-5.3686,-49.1178,87.98,66,20,0.0
305,Lata,PT,2022-05-09 20:40:14,40.1629,-8.3327,58.77,74,57,2.06
306,Taksimo,RU,2022-05-09 20:40:14,56.3444,114.8794,30.18,68,100,5.46
307,Nisia Floresta,BR,2022-05-09 20:40:15,-6.0911,-35.2086,79.18,82,44,11.34
308,Saint-Louis,SN,2022-05-09 20:40:15,16.3333,-15.0,83.25,41,43,12.88
309,Scarborough,GB,2022-05-09 20:40:16,54.2797,-0.4044,63.97,69,100,7.0
310,Camacha,PT,2022-05-09 20:40:17,33.0833,-16.3333,62.02,88,20,14.97
311,Kurilsk,RU,2022-05-09 20:40:17,45.2333,147.8833,39.38,80,100,9.01
312,Krasnoarmeysk,RU,2022-05-09 20:40:18,51.0239,45.6969,44.11,81,98,18.03
313,Grand Gaube,MU,2022-05-09 20:40:18,-20.0064,57.6608,73.8,85,24,11.03
314,Bara,NG,2022-05-09 20:40:19,10.3744,10.7288,81.14,64,71,15.48
315,Waycross,US,2022-05-09 20:40:19,31.2136,-82.354,75.43,46,0,6.91
316,Calabozo,VE,2022-05-09 20:40:20,8.9242,-67.4293,87.78,55,95,5.73
317,Udachnyy,RU,2022-05-09 20:40:20,66.4167,112.4,9.28,94,87,5.41
318,Karakol,KG,2022-05-09 20:40:21,42.4907,78.3936,57.06,39,7,4.54
319,Rawson,AR,2022-05-09 20:41:22,-43.3002,-65.1023,61.12,38,2,3.2
320,Chake Chake,TZ,2022-05-09 20:41:22,-5.2459,39.7666,78.85,84,22,11.12
321,Tabuk,PH,2022-05-09 20:41:23,17.4189,121.4443,72.9,87,3,4.29
322,Komsomolskiy,UZ,2022-05-09 20:41:23,40.4272,71.7189,75.61,44,92,4.41
323,Kuytun,RU,2022-05-09 20:41:24,54.3419,101.5036,29.91,50,96,4.68
324,Sam Roi Yot,TH,2022-05-09 20:41:24,12.2708,99.872,79.97,93,100,2.71
325,Stornoway,GB,2022-05-09 20:41:25,58.2093,-6.3865,51.76,89,40,18.41
326,Umm Kaddadah,SD,2022-05-09 20:41:25,13.6017,26.6876,85.78,8,61,11.83
327,Kaspiyskiy,RU,2022-05-09 20:41:26,45.3929,47.3707,50.7,79,85,11.12
328,Nanortalik,GL,2022-05-09 20:41:26,60.1432,-45.2371,36.32,86,31,8.03
329,Linhares,BR,2022-05-09 20:41:13,-19.3911,-40.0722,72.03,66,50,8.21
330,Bayburt,TR,2022-05-09 20:41:27,40.2589,40.2278,40.28,72,94,2.77
331,Springfield,US,2022-05-09 20:36:29,37.2153,-93.2982,89.11,59,0,21.85
332,Petropavlovsk-Kamchatskiy,RU,2022-05-09 20:41:28,53.0452,158.6483,37.99,93,75,4.47
333,Jagtial,IN,2022-05-09 20:41:28,18.8,78.9333,91.02,23,82,6.64
334,Solwezi,ZM,2022-05-09 20:41:29,-12.1688,26.3894,65.57,65,87,2.44
335,Georgetown,MY,2022-05-09 20:38:11,5.4112,100.3354,85.95,93,40,2.3
336,Feldbach,AT,2022-05-09 20:41:29,46.9531,15.8883,59.83,91,25,3.27
337,Oksfjord,NO,2022-05-09 20:41:30,70.2396,22.3479,37.47,99,100,1.36
338,Murwillumbah,AU,2022-05-09 20:41:31,-28.3167,153.4,64.98,88,100,5.75
339,Belaya Gora,RU,2022-05-09 20:41:31,68.5333,146.4167,24.3,84,100,15.97
340,Barra De Sao Francisco,BR,2022-05-09 20:41:32,-18.755,-40.8908,68.43,80,75,4.45
341,Ostersund,SE,2022-05-09 20:41:33,63.1792,14.6357,52.25,50,100,5.75
342,Bereda,ES,2022-05-09 20:41:34,43.2686,-7.5406,61.14,82,100,1.32
343,Vestmanna,FO,2022-05-09 20:41:34,62.1564,-7.1664,45.52,100,75,8.05
344,Faanui,PF,2022-05-09 20:41:35,-16.4833,-151.75,81.54,76,4,14.56
345,Lukovetskiy,RU,2022-05-09 20:41:35,64.2956,41.9211,28.74,89,50,0.56
346,Maniitsoq,GL,2022-05-09 20:41:35,65.4167,-52.9,31.06,96,100,12.82
347,Fukue,JP,2022-05-09 20:41:36,32.6881,128.8419,64.92,77,100,8.39
348,San Cristobal,VE,2022-05-09 20:41:36,7.7669,-72.225,80.78,62,75,5.41
349,Vrangel,RU,2022-05-09 20:41:37,42.7297,133.0839,49.24,53,0,4.47
350,Berezovyy,RU,2022-05-09 20:41:37,51.6667,135.7,39.96,93,77,2.3
351,Alta Floresta,BR,2022-05-09 20:41:38,-9.8756,-56.0861,89.42,66,20,5.75
352,Luwingu,ZM,2022-05-09 20:41:38,-10.2621,29.9271,60.66,76,53,4.14
353,Xichang,CN,2022-05-09 20:41:39,27.8964,102.2634,58.77,93,70,1.36
354,Korla,CN,2022-05-09 20:41:39,41.7597,86.1469,70.88,35,1,8.23
355,Guerrero Negro,MX,2022-05-09 20:41:40,27.9769,-114.0611,66.6,57,0,21.68
356,Gobabis,NA,2022-05-09 20:41:40,-22.45,18.9667,57.07,28,0,9.66
357,Partenit,UA,2022-05-09 20:41:41,44.578,34.3446,54.86,69,23,9.91
358,Cherskiy,RU,2022-05-09 20:41:41,68.75,161.3,35.33,75,100,20.42
359,Weston,US,2022-05-09 20:41:42,26.1004,-80.3998,86.02,65,40,14.97
360,Victoria,HK,2022-05-09 20:39:06,22.2855,114.1577,78.33,91,100,10.0
361,Chernyshevskiy,RU,2022-05-09 20:41:43,63.0128,112.4714,17.56,89,13,2.98
362,Floro,NO,2022-05-09 20:36:53,61.5996,5.0328,55.47,53,100,14.97
363,Praia Da Vitoria,PT,2022-05-09 20:41:43,38.7333,-27.0667,66.76,88,40,3.56
364,Sinjar,IQ,2022-05-09 20:41:44,36.3209,41.8754,63.32,45,86,7.7
365,Zhaozhou,CN,2022-05-09 20:41:44,45.6833,125.3167,58.73,24,51,19.75
366,Zhigansk,RU,2022-05-09 20:41:45,66.7697,123.3711,10.96,92,13,7.72
367,Cidreira,BR,2022-05-09 20:42:45,-30.1811,-50.2056,66.96,82,0,12.26
368,Trincomalee,LK,2022-05-09 20:42:46,8.5711,81.2335,83.61,76,100,24.38
369,Okhotsk,RU,2022-05-09 20:42:47,59.3833,143.3,35.92,85,100,4.92
370,Antalya,TR,2022-05-09 20:38:56,36.7741,30.7178,65.08,75,40,5.75
371,Muros,ES,2022-05-09 20:42:48,42.7762,-9.0603,65.68,79,100,6.38
372,Kharp,RU,2022-05-09 20:42:48,66.8014,65.8081,32.05,96,100,4.7
373,Shiyan,CN,2022-05-09 20:42:49,32.6475,110.7781,50.34,96,72,1.79
374,Oranjemund,NA,2022-05-09 20:42:50,-28.55,16.4333,55.56,86,44,5.84
375,Bilibino,RU,2022-05-09 20:42:50,68.0546,166.4372,27.5,80,100,3.42
376,Bonthe,SL,2022-05-09 20:42:51,7.5264,-12.505,79.23,83,85,5.19
377,Palu,ID,2022-05-09 20:42:52,-0.8917,119.8707,75.81,97,100,2.42
378,Urumqi,CN,2022-05-09 20:42:54,43.801,87.6005,58.15,33,0,4.47
379,Champerico,GT,2022-05-09 20:42:54,14.3,-91.9167,95.54,67,100,9.71
380,Posse,BR,2022-05-09 20:42:55,-14.0931,-46.3694,74.16,37,8,5.3
381,Pietarsaari,FI,2022-05-09 20:42:56,63.65,22.6833,44.01,65,87,12.15
382,Bjornevatn,NO,2022-05-09 20:42:56,69.6672,29.9847,41.34,60,75,12.66
383,Ayolas,PY,2022-05-09 20:42:57,-27.4,-56.9,67.19,75,100,4.12
384,Jaisalmer,IN,2022-05-09 20:42:58,26.9147,70.9181,87.55,35,0,16.78
385,Klaksvik,FO,2022-05-09 20:42:58,62.2266,-6.589,47.32,99,100,14.52
386,Saskylakh,RU,2022-05-09 20:42:59,71.9167,114.0833,20.37,95,100,8.14
387,Ketchikan,US,2022-05-09 20:43:00,55.3422,-131.6461,61.27,39,0,11.5
388,Basco,PH,2022-05-09 20:43:00,20.4487,121.9702,82.76,71,31,16.42
389,The Valley,AI,2022-05-09 20:43:01,18.217,-63.0578,85.86,70,20,13.8
390,Bathurst,AU,2022-05-09 20:43:02,-33.4166,149.5806,52.83,85,99,10.16
391,Lagoa,PT,2022-05-09 20:43:03,39.05,-27.9833,63.5,79,49,3.11
392,Porto Novo,BJ,2022-05-09 20:43:04,6.4965,2.6036,84.02,82,70,7.61
393,Talcahuano,CL,2022-05-09 20:43:04,-36.7167,-73.1167,58.68,94,75,8.05
394,Ust-Koksa,RU,2022-05-09 20:43:05,50.2696,85.6108,34.97,62,1,0.96
395,Kilembe,UG,2022-05-09 20:43:06,0.2,30.0,60.64,85,32,5.08
396,Severo-Yeniseyskiy,RU,2022-05-09 20:43:06,60.3725,93.0408,12.47,98,53,1.9
397,Haines Junction,CA,2022-05-09 20:43:07,60.7522,-137.5108,41.45,76,100,3.53
398,Ayna,PE,2022-05-09 20:43:08,-12.65,-73.9167,69.67,67,59,3.27
399,Lorengau,PG,2022-05-09 20:43:09,-2.0226,147.2712,84.06,68,93,13.31
400,Hualmay,PE,2022-05-09 20:43:09,-11.0964,-77.6139,68.94,78,23,10.4
401,Saint-Augustin,CA,2022-05-09 20:43:10,51.226,-58.6502,51.24,53,62,7.85
402,Beringovskiy,RU,2022-05-09 20:43:10,63.05,179.3167,34.93,70,3,5.99
403,Khasan,RU,2022-05-09 20:43:11,42.4308,130.6434,48.07,58,0,1.97
404,Zunyi,CN,2022-05-09 20:43:12,27.6867,106.9072,62.06,94,100,2.08
405,Altamira,BR,2022-05-09 20:43:12,-3.2033,-52.2064,77.09,94,40,3.44
406,Souillac,MU,2022-05-09 20:43:13,-20.5167,57.5167,73.78,94,40,1.14
407,Rocha,UY,2022-05-09 20:43:13,-34.4833,-54.3333,57.34,90,100,5.08
408,Artvin,TR,2022-05-09 20:43:14,41.1667,41.8333,44.47,88,91,2.73
409,Codajas,BR,2022-05-09 20:43:14,-3.8367,-62.0569,79.59,94,72,2.55
410,Larap,PH,2022-05-09 20:43:15,14.299,122.6504,77.58,88,11,6.69
411,Aklavik,CA,2022-05-09 20:43:15,68.2191,-135.0107,40.8,70,100,11.68
412,Kenitra,MA,2022-05-09 20:43:16,34.261,-6.5802,63.36,56,12,3.62
413,Taungdwingyi,MM,2022-05-09 20:43:16,20.0167,95.55,77.9,86,100,2.64
414,Portland,US,2022-05-09 20:42:56,45.5234,-122.6762,56.86,62,75,8.01
415,Oussouye,SN,2022-05-09 20:44:18,12.485,-16.5469,77.18,67,43,9.93
416,Gariaband,IN,2022-05-09 20:44:19,20.635,82.0614,79.47,59,42,3.83
417,Dingle,PH,2022-05-09 20:44:19,10.9995,122.6711,76.96,90,100,7.16
418,Hami,CN,2022-05-09 20:44:20,42.8,93.45,62.53,15,0,16.22
419,Sobolevo,RU,2022-05-09 20:44:21,54.4299,31.8996,38.57,66,72,6.46
420,Culaman,PH,2022-05-09 20:44:23,5.9603,125.6586,79.72,86,99,10.89
421,Madimba,TZ,2022-05-09 20:44:24,-10.4,40.3333,76.32,94,20,11.5
422,Panaba,MX,2022-05-09 20:44:24,21.2833,-88.2667,100.56,29,4,16.17
423,Abu Samrah,SY,2022-05-09 20:44:25,35.3029,37.1841,64.18,43,0,6.49
424,Mnogovershinnyy,RU,2022-05-09 20:44:26,53.9353,139.9242,32.34,95,86,3.33
425,Kursk,RU,2022-05-09 20:44:26,51.7303,36.1939,44.74,48,0,4.47
426,Mama,RU,2022-05-09 20:44:27,58.3106,112.8986,30.18,95,99,3.47
427,Karasjok,NO,2022-05-09 20:44:28,69.4719,25.5112,35.56,99,100,6.96
428,Esna,EG,2022-05-09 20:44:28,25.2934,32.554,89.62,12,97,16.75
429,Mehamn,NO,2022-05-09 20:44:29,71.0357,27.8492,35.51,87,74,5.01
430,Chicama,PE,2022-05-09 20:44:30,-7.8447,-79.1469,63.14,68,24,9.55
431,Doha,QA,2022-05-09 20:43:49,25.2867,51.5333,82.38,29,0,8.05
432,Evensk,RU,2022-05-09 20:44:31,61.95,159.2333,32.5,81,100,6.87
433,Plouzane,FR,2022-05-09 20:44:32,48.3833,-4.6167,59.32,85,75,8.05
434,Blyth,GB,2022-05-09 20:44:32,55.1271,-1.5086,57.76,74,20,12.66
435,Saint-Felicien,CA,2022-05-09 20:44:33,48.6501,-72.4491,68.5,16,40,5.75
436,Ambon,ID,2022-05-09 20:44:34,-3.6954,128.1814,77.14,94,40,3.44
437,Kibala,TD,2022-05-09 20:44:34,9.1104,18.3463,85.95,70,0,0.0
438,Wanning,CN,2022-05-09 20:44:35,18.8003,110.3967,77.02,94,81,5.35
439,Poum,NC,2022-05-09 20:44:36,-20.2333,164.0167,75.52,72,13,11.72
440,Mao,ES,2022-05-09 20:44:36,39.8885,4.2658,59.56,77,0,5.75
441,Morant Bay,JM,2022-05-09 20:44:37,17.8815,-76.4093,87.71,64,37,10.47
442,Mehran,IR,2022-05-09 20:44:38,33.1222,46.1646,74.75,23,0,6.02
443,Taoudenni,ML,2022-05-09 20:44:39,22.6783,-3.9836,89.71,9,1,11.45
444,Cabo San Lucas,MX,2022-05-09 20:44:39,22.8909,-109.9124,88.61,26,0,6.91
445,Erzin,TR,2022-05-09 20:44:40,36.9559,36.2,60.62,71,64,3.38
446,Kupang,ID,2022-05-09 20:44:41,-10.1667,123.5833,75.6,80,100,7.61
447,Jiwani,PK,2022-05-09 20:44:41,25.05,61.7417,84.78,65,0,19.26
448,Coihaique,CL,2022-05-09 20:44:42,-45.5752,-72.0662,49.95,57,40,3.44
449,Iralaya,HN,2022-05-09 20:44:42,15.0,-83.2333,84.88,66,92,9.84
450,La Grande,US,2022-05-09 20:44:43,45.3246,-118.0877,48.02,54,100,10.29
451,Hovd,MN,2022-05-09 20:44:44,48.0056,91.6419,34.54,33,0,2.33
452,Asfi,MA,2022-05-09 20:44:45,32.2994,-9.2372,68.54,69,3,10.92
453,Tilichiki,RU,2022-05-09 20:44:46,60.4667,166.1,32.4,89,100,3.8
454,Uray,RU,2022-05-09 20:44:46,60.1247,64.7758,49.46,61,58,6.42
455,Kurgunta,IN,2022-05-09 20:44:47,17.2,77.35,88.38,26,100,6.91
456,Itupiranga,BR,2022-05-09 20:44:47,-5.1347,-49.3267,88.12,92,100,2.28
457,Boa Vista,BR,2022-05-09 20:44:48,2.8197,-60.6733,85.98,66,75,9.22
458,Hirara,JP,2022-05-09 20:45:48,24.8,125.2833,72.99,86,100,7.61
459,Bangui,CF,2022-05-09 20:45:49,4.3612,18.555,82.58,74,90,0.0
460,Noumea,NC,2022-05-09 20:45:49,-22.2763,166.4572,73.99,99,83,9.98
461,Methoni,GR,2022-05-09 20:45:50,36.8197,21.7049,64.22,84,6,8.37
462,Bako,ET,2022-05-09 20:45:50,5.7833,36.5667,63.54,86,86,4.43
463,Araouane,ML,2022-05-09 20:45:51,18.9048,-3.5265,84.27,6,0,9.53
464,Isangel,VU,2022-05-09 20:45:51,-19.55,169.2667,77.07,71,98,18.32
465,Kasongo-Lunda,CD,2022-05-09 20:45:52,-6.4667,16.8167,73.09,78,25,0.87
466,Antropovo,RU,2022-05-09 20:45:52,58.3988,43.0066,38.16,77,100,11.03
467,Hays,US,2022-05-09 20:45:53,30.0502,-98.0336,94.93,53,0,8.01
468,Wanxian,CN,2022-05-09 20:45:53,30.8039,108.3897,68.11,95,36,2.59
469,Touros,BR,2022-05-09 20:41:45,-5.1989,-35.4608,77.58,87,18,13.49
470,Eyl,SO,2022-05-09 20:45:54,7.9803,49.8164,83.68,83,79,10.13
471,Kushiro,JP,2022-05-09 20:45:54,42.975,144.3747,45.03,70,33,13.73
472,Yining,CN,2022-05-09 20:45:55,29.0361,114.5636,64.38,99,100,3.31
473,Vitry-Le-Francois,FR,2022-05-09 20:45:55,48.7333,4.5833,65.26,83,13,3.04
474,Yeppoon,AU,2022-05-09 20:45:56,-23.1333,150.7333,67.78,84,93,18.39
475,Mahajanga,MG,2022-05-09 20:45:56,-15.7167,46.3167,80.62,78,20,5.75
476,Nantucket,US,2022-05-09 20:45:57,41.2835,-70.0995,53.71,57,100,33.38
477,Launceston,AU,2022-05-09 20:45:57,-41.45,147.1667,45.16,93,100,5.75
478,Sorong,ID,2022-05-09 20:45:58,-0.8833,131.25,78.57,90,100,9.86
479,Phangnga,TH,2022-05-09 20:45:58,8.4509,98.5298,78.84,92,90,2.28
480,Funadhoo,MV,2022-05-09 20:45:59,6.15,73.2667,84.79,72,100,21.52
481,Andros Town,BS,2022-05-09 20:45:59,24.7,-77.7667,80.56,69,39,15.86
482,Quirinopolis,BR,2022-05-09 20:46:00,-18.4483,-50.4517,78.58,38,4,3.87
483,Barra Patuca,HN,2022-05-09 20:46:00,15.8,-84.2833,85.06,67,100,12.53
484,Jumla,NP,2022-05-09 20:46:01,29.2747,82.1838,55.33,83,66,1.28
485,Biltine,TD,2022-05-09 20:46:01,14.5333,20.9167,89.42,8,12,3.98
486,Hearst,CA,2022-05-09 20:46:02,49.6835,-83.6665,70.05,22,94,14.16
487,Hasaki,JP,2022-05-09 20:46:02,35.7333,140.8333,54.0,78,100,18.05
488,Podporozhye,RU,2022-05-09 20:46:03,60.9112,34.1706,34.59,79,7,3.36
489,Corsicana,US,2022-05-09 20:41:17,32.0954,-96.4689,91.26,62,40,16.11
490,Poronaysk,RU,2022-05-09 20:46:04,49.2167,143.1167,37.33,74,78,7.85
491,Papara,BR,2022-05-09 20:46:05,-3.9839,-38.7273,81.0,87,100,2.46
492,Springdale,US,2022-05-09 20:46:05,36.1867,-94.1288,86.22,69,20,21.85
493,Kinablangan,PH,2022-05-09 20:46:06,7.6947,126.5503,78.12,90,100,2.37
494,Saint Austell,GB,2022-05-09 20:46:06,50.3383,-4.7658,57.09,94,75,11.5
495,Opelousas,US,2022-05-09 20:41:10,30.5335,-92.0815,90.9,51,0,11.5
496,Roald,NO,2022-05-09 20:46:07,62.5833,6.1333,58.12,71,0,9.22
497,Gohpur,IN,2022-05-09 20:46:08,26.8833,93.6333,71.92,90,5,2.06
498,Nakamura,JP,2022-05-09 20:46:08,32.9833,132.9333,60.84,95,87,2.71
499,Tessalit,ML,2022-05-09 20:46:09,20.1986,1.0114,84.27,6,0,8.28
500,Naryan-Mar,RU,2022-05-09 20:46:09,67.6713,53.087,20.71,90,13,8.84
501,Teluk Intan,MY,2022-05-09 20:46:10,4.0259,101.0213,80.62,95,97,1.9
502,Yerbogachen,RU,2022-05-09 20:46:10,61.2767,108.0108,23.56,90,21,1.57
503,Luena,AO,2022-05-09 20:46:11,-11.7833,19.9167,62.35,61,5,4.36
504,Turayf,SA,2022-05-09 20:47:12,31.6725,38.6637,70.05,32,0,11.5
505,Funtua,NG,2022-05-09 20:47:12,11.5233,7.3081,77.56,63,98,13.85
506,Boralday,KZ,2022-05-09 20:47:13,43.3578,76.8594,62.46,67,40,6.71
507,Puerto Baquerizo Moreno,EC,2022-05-09 20:47:14,-0.9,-89.6,77.99,73,75,13.8
508,Wajima,JP,2022-05-09 20:47:15,37.4,136.9,53.64,69,6,11.12
509,Suchdol Nad Luznici,CZ,2022-05-09 20:47:16,48.89,14.8772,54.12,90,15,2.91
510,Joensuu,FI,2022-05-09 20:47:17,62.6012,29.7632,37.89,70,0,3.44
511,Vysokogornyy,RU,2022-05-09 20:47:18,50.1167,139.15,37.63,77,34,0.92
512,Werda,BW,2022-05-09 20:47:18,-25.2667,23.2833,58.21,35,0,3.06
513,Guarapuava,BR,2022-05-09 20:44:44,-25.3953,-51.4581,56.37,86,1,1.1
514,Imeni Poliny Osipenko,RU,2022-05-09 20:47:19,52.4201,136.4853,36.88,69,5,2.53
515,San Jose,US,2022-05-09 20:45:12,37.3394,-121.895,63.91,41,40,10.36
516,Manali,IN,2022-05-09 20:47:20,13.1667,80.2667,86.09,84,100,7.78
517,College,US,2022-05-09 20:47:20,64.8569,-147.8028,39.09,86,75,12.66
518,Kalabo,ZM,2022-05-09 20:47:21,-14.97,22.6814,64.65,44,0,5.5
519,Atwater,US,2022-05-09 20:47:21,37.3477,-120.6091,64.83,32,20,4.61
520,Islamkot,PK,2022-05-09 20:47:22,24.6997,70.177,77.72,82,0,14.18
521,Tanout,NE,2022-05-09 20:47:22,14.9709,8.8879,95.02,21,82,2.01
522,Kaniama,CD,2022-05-09 20:47:23,-7.5667,24.1833,70.47,78,31,3.98
523,Mahanje,TZ,2022-05-09 20:47:23,-9.9333,35.3333,62.51,87,45,1.68
524,Oga,IT,2022-05-09 20:47:24,46.4631,10.347,50.68,95,83,0.94
525,Saint-Francois,FR,2022-05-09 20:47:24,46.4154,3.9054,60.24,77,0,3.44
526,Mashhad,IR,2022-05-09 20:47:20,36.297,59.6062,53.74,94,20,4.61
527,Fortuna,US,2022-05-09 20:47:25,40.5982,-124.1573,54.93,79,100,4.0
528,Shurugwi,ZW,2022-05-09 20:47:25,-19.6702,30.0059,57.06,65,5,3.15
529,Paita,PE,2022-05-09 20:47:26,-5.0892,-81.1144,69.48,77,69,16.04
530,Kamina,CD,2022-05-09 20:47:27,-8.7386,24.9906,67.24,79,0,2.06
531,Sainte-Marie,RE,2022-05-09 20:47:27,-20.8968,55.5496,71.76,79,0,8.05
532,Shache,CN,2022-05-09 20:47:28,38.4167,77.2406,69.71,20,5,6.78
533,Prince Rupert,CA,2022-05-09 20:45:35,54.3161,-130.3201,50.09,86,100,8.05
534,Livny,RU,2022-05-09 20:47:28,52.4253,37.6069,40.42,66,5,11.9
535,Falun,SE,2022-05-09 20:47:29,60.6036,15.626,54.01,53,73,6.04
536,Zafra,ES,2022-05-09 20:47:29,38.4167,-6.4167,69.8,37,82,1.5
537,Hokitika,NZ,2022-05-09 20:47:30,-42.7167,170.9667,54.19,79,1,6.06
538,Hurghada,EG,2022-05-09 20:47:30,27.2574,33.8129,84.24,26,0,0.0
539,Beeville,US,2022-05-09 20:47:31,28.4008,-97.7483,90.63,55,100,17.27
540,Huilong,CN,2022-05-09 20:47:31,31.8111,121.655,61.93,89,100,8.86
541,Cocal,BR,2022-05-09 20:47:32,-28.6167,-49.35,62.53,89,0,3.4
542,Rosita,NI,2022-05-09 20:47:32,13.9268,-84.4032,93.9,42,80,6.38
543,Dagda,LV,2022-05-09 20:47:33,56.0951,27.5372,37.02,63,17,2.95
544,Arawa,PG,2022-05-09 20:47:34,-6.2132,155.5367,80.1,86,89,2.84
545,Shinuhayr,AM,2022-05-09 20:47:34,39.4367,46.3179,43.43,97,100,1.63
546,Teguise,ES,2022-05-09 20:47:35,29.0605,-13.564,70.02,60,0,11.5
547,Tahe,CN,2022-05-09 20:47:35,52.3333,124.7333,48.13,59,100,12.48
548,Beyneu,KZ,2022-05-09 20:47:36,45.3167,55.2,54.72,86,63,24.0
549,Westerland,DE,2022-05-09 20:47:36,54.9079,8.3033,55.42,67,100,6.91
550,Auki,SB,2022-05-09 20:47:36,-8.7676,160.7034,81.03,81,45,4.43
551,Nyaunglebin,MM,2022-05-09 20:47:37,17.95,96.7333,76.77,92,97,3.62
552,Gornoye Loo,RU,2022-05-09 20:48:37,43.7129,39.6049,51.58,90,29,4.54
553,Atasu,KZ,2022-05-09 20:48:38,48.6814,71.6433,53.87,40,95,17.98
554,Bac Lieu,VN,2022-05-09 20:48:38,9.285,105.7244,82.06,83,100,7.76
555,Arkhangelsk,RU,2022-05-09 20:48:39,64.5401,40.5433,32.11,74,20,2.24
556,Boton,PH,2022-05-09 20:48:39,12.9287,124.0479,78.84,82,100,6.33
557,Aberdeen,GB,2022-05-09 20:48:40,57.1437,-2.0981,54.66,85,100,18.41
558,Cajabamba,PE,2022-05-09 20:48:40,-7.6167,-78.05,69.3,45,19,6.06
559,Kedougou,SN,2022-05-09 20:48:41,12.5579,-12.1743,89.91,45,100,4.61
560,Sibolga,ID,2022-05-09 20:48:41,1.7427,98.7792,78.51,89,100,3.06
561,Serebryanyy Bor,RU,2022-05-09 20:48:42,56.8,124.8,30.51,97,100,10.11
562,Jepara,ID,2022-05-09 20:48:42,-5.1695,105.7044,77.32,94,87,2.28
563,Monrovia,LR,2022-05-09 20:45:29,6.3005,-10.7969,79.9,81,50,8.72
564,Pangody,RU,2022-05-09 20:48:44,65.85,74.4859,35.15,99,100,12.86
565,Gushi,CN,2022-05-09 20:48:44,34.6425,109.5843,49.21,91,1,2.95
566,Torbay,CA,2022-05-09 20:48:44,47.6666,-52.7314,43.29,49,20,6.91
567,Tupik,RU,2022-05-09 20:48:45,54.4253,119.9327,30.13,96,100,7.58
568,Shenjiamen,CN,2022-05-09 20:48:45,29.9576,122.298,61.68,93,97,7.25
569,Le Port,RE,2022-05-09 20:48:46,-20.9373,55.2919,71.6,68,13,2.73
570,Shingu,JP,2022-05-09 20:48:46,33.7333,135.9833,59.02,91,100,7.63
571,Avera,US,2022-05-09 20:48:47,33.194,-82.5271,72.91,38,0,7.09
572,Chauk,MM,2022-05-09 20:48:47,20.8833,94.8167,78.57,81,100,2.1
